tweetid;user;content;date;lang;sentiment/polarity/value
7.70E+17;Gh14Yessi;@kalvaniGH Pues yo no me crei esa expulsion, me parecio otro tongo como la de Ares, los dos mayores robados de aquella temporada;28-08-2016 13:38;es;0
7.70E+17;TeeDa5h;@alienmarica intenté eso el año pasado y mi móvil se hizo el loco con la alarma;28-08-2016 11:25;es;0
7.70E+17;mikeltxo83;@boteroBET @naitah77 hoy tocaba ir al del oeste, por cambiar. Sí, el cambio es a mejor;28-08-2016 13:26;es;1
7.70E+17;AiryMadness;@babi_dark_ si ya las hago, pero promocionarse es complicadillo  tengo pensado hacer un sorteo en poco;28-08-2016 13:23;es;0
7.70E+17;abelgolden;"Como siempre mi tortilla triunfa mas que otros platos 
#playa… https://t.co/C60TC2teqV";28-08-2016 13:22;es;1
7.70E+17;nuriamolines;@rdelvalle, vaya, felicidades atrasadas y muchas gracias;28-08-2016 12:43;es;1
7.70E+17;KowaiAlba;Me encanta como han decidido a que universidad voy a ir sin ni siquiera consultarmelo;28-08-2016 12:40;es;0
7.70E+17;Sulfurioso;"@GothicNekoGD Para Nigtwish tengo asiento, aunque fueramos juntos no podríamos sentarnos uno al lado del otro  
Para los otros tengo pista";28-08-2016 13:13;es;0
7.70E+17;marinajholland;@ClauNavarro777 en verdad sí pero yo estuve intentando varias veces quedarme dormida;28-08-2016 13:13;es;0
7.70E+17;JanitaGB87;Verano completito... Fuengirola, Peñiscola, Valle del Jerte, fiestas Sepul y próximamente --- fiestas Olmillo!;28-08-2016 13:49;es;1
7.70E+17;hypocresia;Y yo mientras comeré palomitas mientras quedáis retratados porque, ay, es lo que pasa cuando usas el activismo como un arma;28-08-2016 13:48;es;0
7.70E+17;TeresaGarcia77;@Ivangomezruiz @TurismoAsturias De allí volvemos después de una semana espectacular;28-08-2016 13:51;es;1
7.71E+17;Notreamitielove;Siempre las mejores personas son las que más sufren  #GetWellSoonSelenaFromSpain;31-08-2016 14:38;es;0
7.71E+17;PauSkywalker_;Es bastante patético, sobre todo que lo haga gente que prácticamente no me conoce de nada;31-08-2016 15:18;es;0
7.71E+17;KovuA7X;Lo único malo de Death Note es que dura muy poco.;31-08-2016 15:17;es;0
7.71E+17;DbenavidesRMTV;@varitoponchito  es que las preguntas capciosas no están bien! Resultan muy periodísticas y poco consideradas;31-08-2016 12:04;es;0
7.71E+17;_AlexBiker;@Sr_Merlusa @Mariiiiaperez @abrilnapilotti como se nota merlu que hace tiemp oque no te junta conmigoooooooo;31-08-2016 14:24;es;0
7.71E+17;AnarionLobogris;@ladykumaria tranquila, te seguimos queriendo igual;31-08-2016 14:23;es;1
7.71E+17;alvarxshoo;mi hermana kylie la vasca como la echo de menos;31-08-2016 16:10;es;0
7.71E+17;ElShuHermanoh;No, solo quiero bailarte la medusa loca en privado  @GuiasTacticasES;31-08-2016 16:09;es;1
7.71E+17;dancewtsomebody;@RoussiRT jajajajjjaajjjjajajaa eso no lo haces con mi culo  y es de gran valor.;31-08-2016 14:14;es;1
7.71E+17;ElisaZamora;@vodafone_es ha aceptado reembolsarme la cobertura marítima de la que no me advirtió en su momento. Estoy contenta. Me parece justo.;31-08-2016 14:13;es;1
7.71E+17;EliseoPaez_G;Típic Te levantas de noche para ir al baño y corres lo más veloz que puedes para que el fantasma no te alcance;31-08-2016 14:12;es;0
7.71E+17;Rainb0wGravity;Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal;31-08-2016 14:12;es;0
7.71E+17;Badeyelloco;bueno bueno bueno voy a hacer el sprite del primer lider de gimnasio de mi fan made;31-08-2016 15:34;es;1
7.71E+17;BrockmansGin_es;@BenielAnaisabel Y además con unas vistas preciosas... Disfruta de la tarde como se merece;31-08-2016 15:29;es;1
7.71E+17;SauuK;Hoy directillo de FIFA señores! Un poquito de Liverpool que queda menos para terminar;31-08-2016 15:28;es;1
7.71E+17;PacoPorteroOk;@Antonioortzb @lavuelta @luisangelmate Ojú, que envidia más mala me ha dado!!. Disfruta. Aún me duelen las piernas ¡¡que buena estaba!!;31-08-2016 16:02;es;1
7.71E+17;Vicent_Marco;@batyol @valenciaplaza Gracias por seguirme. Todas las semanas escribo en @culturplaza, cada míercoles para más señas.;31-08-2016 16:01;es;1
7.71E+17;acalvodelolmo;@vmc1385 Muchas gracias atrasadas!! Esto del Twitter hacia que no lo miraba.... Un abrazoteee!!;31-08-2016 16:01;es;1
7.71E+17;CliftJose;@SonrisaChocolat gracias niñuca es preciosa, te prometo que me has alegrado la tarde con este detalle tan Bello y enternecedor. Mil besos;31-08-2016 15:59;es;1
7.71E+17;oyabun;@AGMelendez_ pues si. Pero por lo menos podrían ser actores  puestos a hacer el paripe. Que sean profesionales;31-08-2016 15:58;es;0
7.71E+17;muguruzo94;"@tenistachanel de aquí haciéndolo ""conservadora"" sale una @50 seguro.  a ver como montamos! Thanks por las ideas!";31-08-2016 15:58;es;1
7.71E+17;Lioreuz;@voicesyntex soy como ese medio demonio que es marginado por los demonios, pero también por los humanos;31-08-2016 15:57;es;0
7.71E+17;montinini_;@Najeraa13 creo que soy la única que pringa trabajando todo el verano y todo septiembre;31-08-2016 14:55;es;0
7.71E+17;farmaciaatarfe;"31 AGOSTO
 DÍA INTERNACIONAL DE LA SOLIDARIDAD
 Porque la solidaridad comienza con una sonrisa   
 ¡Feliz día! https://t.co/XClh0GSjeG";31-08-2016 16:18;es;1
7.71E+17;LuismiSanchezz;@julioinsadji Estás muy calladito por aquí julio... q n puedo poner la radio;31-08-2016 16:17;es;0
7.71E+17;Supraazz;@HuGo17__ @BayonTHE1 Vamos con PAM que preferimos entrenar vs DDH, teneis muy buen lvl bro;31-08-2016 16:16;es;1
7.71E+17;CliftJose;@miradadelaluna @FinisimaPersona lo vi antes y pensé que era brom si yo fuera mejicano lo construía delante de Tejas  o más. Saludos.;31-08-2016 16:16;es;0
7.71E+17;HyundaiEsp;@fredo_gf Hola, lamentamos leer esto  Por favor, danos todos los detalles en cliente@hyundai.es y te atenderemos lo antes posible. Salu2;31-08-2016 16:15;es;0
7.71E+17;locadelbrocoli;Terapia de #FirstDates112 si el panorama está así es normal que siga soltera, el problema no soy yo. Me siento mejor;31-08-2016 20:31;es;1
7.71E+17;juanarchilla94;Estoy muerto de hambre pero no puedo hacerme la cena todavía porque está mi compañero de piso cenando y no quiero cenar con él;31-08-2016 20:30;es;0
7.71E+17;IsaacSrMz;Que guay, el coca cola music de este año es de Meghan Trainor! Ojalá ser rico;31-08-2016 20:28;es;1
7.71E+17;DeseoLiterario;@anniebooksx tiene que ser entretenido  tu seras la primera en verlo amore mio ??;31-08-2016 20:43;es;1
7.71E+17;JAVI_PRADA;@VAMPYRES_movie @butfilmfestival uno de nuestros festivales favoritos!! Hemos ido dos veces;31-08-2016 20:41;es;1
7.71E+17;LuisLorenzoT;@turu_brujo Mareo y el Molinón siguen en su sitio, todo os parece mal;31-08-2016 20:35;es;0
7.71E+17;cienciabrujula;@angybir @BrujulaOndaCero Gracias! Horarios un poco distintos pero ahí estamos;31-08-2016 20:34;es;1
7.71E+17;rubiuslove12;@harleyftprego me gustaría poder ir y abrazarte para que te sientas mejor?;31-08-2016 20:47;es;1
7.71E+17;TakkStudio;@Jonbarandica ha sido un acierto muy grande el de anoche;31-08-2016 20:45;es;1
7.71E+17;carropo;@Ciudadano014 ¡los médicos siempre te dicen cosas horribles, citizen!;31-08-2016 20:10;es;0
7.71E+17;_sdnnss;@Mereeia llévame contigo por fi, que yo también monto y casi siempre sola;31-08-2016 20:09;es;0
7.71E+17;Martuskiya;@mamiauryner1 espero sobretodo tenerla con mi niño  jajajaja. gracias guapa ?;31-08-2016 20:53;es;1
7.71E+17;manal20102;@Omr_dh Tranquilo Omar yo te sigo ahora;31-08-2016 15:41;es;1
7.71E+17;verusverita;Estupendo discurso de @joanbaldovi en  #SesionDeInvestidura Ché, la ciudadanía ha tenido voz;31-08-2016 15:35;es;1
7.71E+17;elcisnenegro06;@miguela38331844 Que bonito,y yo tengo una sorpresa para Ti ,que te gustara muchísimo!;31-08-2016 13:43;es;1
7.71E+17;OskarGoVi;@Nerea_RMCF93 @OjeraFarlopera_ @aaron_np que guay no? Pobres nosotros simples mortales que no sabemos nada de la vida;31-08-2016 13:40;es;0
7.71E+17;Naturea_Cant;@jorgegarzon_  una ruta ideal para disfrutar en familia de los @VallesPasiegos;31-08-2016 15:44;es;1
7.71E+17;naatmaribona_;La gente se descojona de mi cuando me indigno y no se lo toman en serio;31-08-2016 13:23;es;0
7.71E+17;aykrmela;@helen_acks Pos sí que eras tú limitada en encontrar formas de no aburrirse en clase;31-08-2016 15:27;es;0
7.71E+17;YeOldeNemesis;@wikkedchild lo veo más que jodido, pero la esperanza nunca se pierde.;31-08-2016 15:27;es;0
7.71E+17;quintanapaz;@dexamina Yo he citado varias veces a Heidegger en tuíter y me meto contigo;31-08-2016 15:03;es;0
7.71E+17;itsgeorhero;@perriestheory NO PONGAS COSAS PRIVADAS nah es que me ha molestado en serio;31-08-2016 13:56;es;0
7.71E+17;EmilioMarquez;@dei_biz Al contrario, me viene genial la corrección para ir mejorando mi inglés;31-08-2016 15:53;es;1
7.71E+17;myperfectstwins;Menciono a Sofía en cosas bonitas y ella me lo paga bloqueandome por wa;31-08-2016 17:40;es;0
7.71E+17;muguruzo94;@tenistachanel por eso lo he puesto en comillas.....  pd la yankee ya tiene el fallo de pelocoño pues?;31-08-2016 17:38;es;0
7.71E+17;Marimery_97;@_xOshiro Ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible;31-08-2016 17:37;es;0
7.71E+17;Iluck_88;Una etapa se cierra y comienza una nueva aventura;31-08-2016 17:37;es;1
7.71E+17;SamsungResponde;@alastrain El primer tuit nos llego a nosotros, por eso te preguntamos tanto  Que tengas un buen día y buena compra.;31-08-2016 15:12;es;1
7.71E+17;HectorMann8;Tenemos un presidente que es persona non grata d su ciudad @ahorapodemos nadie s lo va a recordar c una carretera d tercera leña al mono;31-08-2016 15:10;es;0
7.71E+17;kortvex;@josebrit sigo sin acostumbrarme a su nueva boca/dientes;31-08-2016 17:13;es;0
7.71E+17;AndresMachoXIII;"AY MI MADRE GRIEZMANN 88 en FIFA 17
Toca ahorrar desde ya para hacerme con él";31-08-2016 17:32;es;1
7.71E+17;HectorMann8;Los ministerios q os tienen a vosotros engañando maca conmigo tenías q dar @Rafa_Hernando q t iba a dar un baño así d paso t lavas l boca;31-08-2016 17:28;es;0
7.71E+17;Addri_12;Esto es tan surrealista ?? Pues nada, la cuenta de twitter de PewDiePie a la puta;31-08-2016 17:01;es;0
7.71E+17;AliciaPosse;Cuando le mandas a tu profesor algo para corregir y te lo reenvía corregido y está todo mal  solo me queda llorar;31-08-2016 17:45;es;0
7.71E+17;LytosOfficial;Estos días me encuentro muy débil... espero que se me pase pronto!!!;31-08-2016 17:52;es;0
7.71E+17;EseEsElHombre;Putada lv se me jodió la ruedecita del ratón y bueno;31-08-2016 17:50;es;0
7.71E+17;complejisimus;@Walter_Sobchak1 Por cierto Walter,genial lo d echarle las cenizas al Donie;31-08-2016 16:49;es;1
7.71E+17;XDPOKEMON4EVER;Creo k es la primera vez k estoy deseando k llegue septiembre de una vez;31-08-2016 19:23;es;1
7.71E+17;Ralbarn;@senior_Esfera qué va, son tranquilas, nunca logra refutarme nada;31-08-2016 19:22;es;1
7.71E+17;pablosiana;Que #Rajoy no logre la #investiduraRajoy NO ES NOTICIA, lo contrario sí... Pero serán becarios los que están en prácticas;31-08-2016 19:16;es;0
7.71E+17;99sdarpe;@BernaRios9 @gottabebravery_ yo ya estoy arruinada con tanto verano Berni;31-08-2016 19:16;es;0
7.71E+17;Irati_Smile;Primer día de la operación bikini 2017 superado.. I can!  #altafitdonosti #objetivospartan2017;31-08-2016 19:16;es;1
7.71E+17;Patry_024;"No se cuantas veces la abre escuchado, pero no me canso de hacerlo y es que suena tan bien juntos @MisElizaJane 
https://t.co/KVPc6WiIGU";31-08-2016 19:14;es;1
7.71E+17;andcherk;@albeferrando @DGTes Hola Alberto. Tengo la misma problema, he perdido unas horas  ¿Lo has obtenido? #dgtes;31-08-2016 19:08;es;0
7.71E+17;nikoporu;Se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas;31-08-2016 19:37;es;0
7.71E+17;AnitaCaffeina;@quinno_ Bajón + Ed Sheeran llorera asegurada. Me pasa;31-08-2016 19:48;es;0
7.71E+17;DelecturaOblig;@Quesadacid muchas gracias Rodrigo por compartir con nosotros su paso por la Feria del Libro de Benidorm. Esperamos que le haya encantado;31-08-2016 19:47;es;1
7.71E+17;AurynerdeunER;"Más bonito no puede ser 
Por cierto,me alegro mucho por la mención https://t.co/NAm5mf5Nz1";31-08-2016 19:47;es;1
7.71E+17;alvaroshutter;@arivero la web que tenías para ver los pokemon que veian tus rastreadores ya no funciona? Que llevo dos días entrando y ya no va;31-08-2016 16:39;es;0
7.71E+17;iriayselene;@_Raquel97_ ¡Muchísimas gracias! Ojalá te llegue prontito y lo disfrutes un montón;31-08-2016 16:36;es;1
7.71E+17;AdrienFowl;30 años viviendo en #Algeciras y cuando me vengo a vivir a #Sevilla es cuando pasan las cosas divertidas como un #terremoto.;31-08-2016 21:23;es;0
7.71E+17;cienciabrujula;@ElSpeaker La vida nos lleva por caminos inextricables jajaja Me alegro de que te haya molado el programa de hoy;31-08-2016 21:45;es;1
7.71E+17;AISSanguesa;¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa;31-08-2016 21:39;es;0
7.71E+17;NoSoyUnPlaneta;@WingedArrow_ @redskyF2 si pero es de Mario joder comprate una propia;31-08-2016 21:39;es;0
7.71E+17;elevenfemixunga;Mi corasonsito me pide a gritos Clexa fanfics pero de los bonitos profundos que te dejan llorando;31-08-2016 21:37;es;1
7.71E+17;audreymolgar;@audreymolgar ay si, pero no puedo cambiar el username y soy un numero raro  aiuda;31-08-2016 21:36;es;0
7.71E+17;Chaves_4;@johanna_196 el sábado unas risas todos juntos... A por otro año más!;31-08-2016 21:52;es;1
7.71E+17;cienciabrujula;@ElSpeaker Es un aspecto poco conocido del Sistema Solar, que probablemente aún haya cosas por descubrir ahí fuera;31-08-2016 21:50;es;1
7.71E+17;CliftJose;@javier_depecos Otro para ti Javier, me ha hecho mucha ilusión tu respuesta. Gracias de corazón  feliz noche.;31-08-2016 19:56;es;1
7.71E+17;ArniSalvi;@OriannaSenpaii conmigo siemprw puedes hablar;31-08-2016 18:10;es;1
7.71E+17;n_everdeen;#HappyJungkookDay #?????? Galleta bonita *.* Feliz cumpleaños al mejor maknae del mundo;31-08-2016 18:10;es;1
7.71E+17;StrongbyJacks;@AlvaroAuryn en noja estuviste genial pero ¿sabes una cosa? Nos vemos en madrid para despedirnos  #askalvarogango;31-08-2016 18:07;es;1
7.71E+17;Elena521;Chicxs nunca idealicéis demasiado a una persona, que luego os da mg en facebook y rompéis un espejo de la emoción;31-08-2016 18:27;es;0
7.71E+17;calfofduty10021;@GamerXtraX Aun no  No tengo algunas legendarias aun;31-08-2016 18:24;es;0
7.71E+17;naatmaribona_;Tengo tantísimo sueño que cada vez que me levanto y ando me choco con la pared en serio me siento súper gilipollas;31-08-2016 18:34;es;0
7.71E+17;verii_180;3 años siguiéndote y ni una mención, con lo que te quiero  @AlvaroAuryn  #askalvarogango;31-08-2016 18:33;es;0
7.71E+17;verii_180;Me haces bullying intenso, me vas a hacer caso algún día?  @AlvaroAuryn  #askalvarogango;31-08-2016 18:41;es;0
7.71E+17;JavierRubia92;@Dalek_fan qué va  me levanté agotado, de no poder salir de la cama de las pocas fuerzas que tenía;31-08-2016 18:49;es;0
7.71E+17;merceroura;@crisasanz gracias, guapa!! menuda promoción me haces!! eres un sol;31-08-2016 18:48;es;1
7.71E+17;IPrieto10;@XimoVR @gsus_77 @mediavida5 lo bueno y lo malo, ojo. Que a nosotros fijo que nos quitan alguno.;31-08-2016 14:18;es;0
7.71E+17;Ann_Acid;Se ha ido de mi espalda y no se como ha acabado dejandome en una esquinita de mi propia cama;31-08-2016 14:17;es;0
7.71E+17;kirsweg;@LaPonyRosa nu , no sirve cualquiera  Lo probé hace poco para una app coreana y no me dejaba u^u por lo de la tarjeta de crédito;31-08-2016 13:44;es;0
7.71E+17;DeseoLiterario;@Lenavg3 jajajaja si si. Buscaré en Pinterest algo así  gracias ??;31-08-2016 13:15;es;1
7.71E+17;noseashetero;@noseashetero 10/10 lindo a ver si vuelves a León que se te echa de menos por aquí  quiero abrazarte ?;31-08-2016 13:31;es;1
7.71E+17;OskarGoVi;"@aaron_np @OjeraFarlopera_ @Nerea_RMCF93 somos antifas y bebemos agua de pantanos que hizo Franco.... que pena  
Mira, me meo ????";31-08-2016 13:29;es;0
7.71E+17;oscsg;@oh_gabi genial! Ahora ya mucho mejor que con las tres primeras aún así todavía hay cosas que pulir;31-08-2016 14:48;es;1
7.71E+17;quintanapaz;@UnAustracista @CarlesRH Metáfora=Comparación, que es lo que dije. Un poquito de teoría literaria;31-08-2016 14:44;es;0
7.71E+17;quintanapaz;@agarotadipanema @montano66 Yo solo cité la gran definición que dio de ellos muy pronto el artista Omar Jerez;31-08-2016 11:55;es;1
7.71E+17;OskarGoVi;@aaron_np @OjeraFarlopera_ @livetodie77 @Nerea_RMCF93 no tenemos para cerveza, somos pobres y sucios. No nos dejan entrar al bar;31-08-2016 13:50;es;0
7.71E+17;rauljerico;@cantagalli Pasa el link de la mas interesante please, por no ver 5 veces lo mismo;31-08-2016 16:30;es;0
7.71E+17;iriayselene;Os recomendamos seguir las listas porque Spotify no nos permite tenerlas públicas y colaborativas al mismo tiempo;31-08-2016 20:56;es;0
7.71E+17;GemaCouto;@JL_Blanco Gracias por la información. Parece que el olor ha cesado. Ayer pasó lo mismo sobre la misma hora;31-08-2016 21:12;es;0
7.71E+17;neussgutierrez;@jc_pblanco ya.. se le va, pero me gustó igual  lo siento, sino.. BLME está bien adaptado o los libros de Sparks;31-08-2016 22:35;es;1
7.71E+17;osnapitzmireia;entre odio día tras día, la muerte de su hermana, la muerte de su amiga, el divorcio de sus padres cuando era pequeña, el lupus, etc;31-08-2016 22:51;es;0
7.71E+17;mariaasm12;@ViKo_LH mira hijo de puta me cago en tu puta madre JAJAJAJAJAJAJJAAJAJA ya podré ir en 2018, ya...;31-08-2016 22:48;es;0
7.71E+17;kimeAs;@YooHooKane @Stellone_Cthun eres un sinvergüenza,hay ke dormir mas,yo he dormio 6 horas (porke no tengo legion hasta hoy);30-08-2016 9:26;es;0
7.71E+17;MariaFlorBlanco;@JVSantacreu  Gran experta Rosa en freir huevos, parecen gemelos. (a mí no me salen tan iguales);30-08-2016 9:17;es;1
7.71E+17;JohannSoirees;"Buenos días Magaluf !  ?????
• @BHmallorca • #BHmallorca#Magaluf #Mallorca #Island #Summer2016… https://t.co/amAnsSDaxI";30-08-2016 9:17;es;1
7.71E+17;l0velyhar0ld;he soñado una cosa muy rara con los personajes de PLL y luego como que estaba en la real life y conocia a Shay y a Lucy y y y;30-08-2016 9:15;es;0
7.71E+17;gorkanunez;"Buenos días, @eslosiguiente . Lo siguiente de triste es abatido. 
Ánimo que siempre que llueve escampa.";30-08-2016 9:50;es;0
7.71E+17;gmoret;@escolano y és una lastima porque tiene muy buenas ideas de diseño y al no pasar por Java rinden guay...pero MicroSoft y sus cosas;30-08-2016 7:17;es;0
7.70E+17;Thranduilina;"Nuevo trailer! #PokemonGo en minecraft! Espero que os gusten las pokecasas  os las imaginabais así por dentro? 

https://t.co/D2sH0op1ei";30-08-2016 4:00;es;1
7.71E+17;ConRaizz;"Han llegado las primeras #granadas   La primera ensalada con tintes otoñales cae hoy! 
#eco… https://t.co/DICRGhwe5X";30-08-2016 9:07;es;1
7.70E+17;6_LP;@_ArtificialRed_ gracias tocaya  Pero.. es que es verdad da rabia.. ni un extremo ni otro, si hay machismo voy a ser la primera que va..;28-08-2016 22:59;es;0
7.70E+17;Romana40;@NovatilloTotal ahora escribo las cartas. Seprona no, qué por suerte me han cuidado Pepito muy bien;28-08-2016 19:19;es;1
7.70E+17;neussgutierrez;@RanLuna13 la Odisea es uno de mis libros favoritos, y de Shakespeare por ejemplo me encanta Hamlet;28-08-2016 19:28;es;1
7.70E+17;neussgutierrez;"@SilversunRhythm bueno, Los miserables es un libro ""pesado"" o el Silmarillion, y amo los dos, así que valdrá la pena";28-08-2016 19:26;es;1
7.70E+17;alvarxshoo;@HausofMai @julenfenty ha sido genial conocerte maite te quiero mucho en serio una monada de chica;29-08-2016 0:27;es;1
7.70E+17;alcarajo__;hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada;29-08-2016 11:20;es;0
7.70E+17;nereust777;"dreamer para siempre  @OfficialCritika @OfficialSaik os quiero chicos 
quier abrazaros https://t.co/oLDFpQ0Cd9";29-08-2016 9:30;es;1
7.70E+17;interporc;@josey_dani ¡Qué pintaza! Tanto la chistorra como el lomo son productos deliciosos. Probaremos vuestra sugerencia en frío y en bocadillo;29-08-2016 9:19;es;1
7.70E+17;jdanielaguilar;@Candiecita tanto tiempo siguiéndote y leyendo las cosas bonitas q ponías y ahora ya no me dejas?;29-08-2016 9:17;es;0
7.70E+17;hermesni;@EspeculacionCP Échate años y muchas horas aprendiendo y practicando  podría ser un buen título.;29-08-2016 11:42;es;1
7.70E+17;WarnerMusicES;@raquel_lpz Hola Raquel. Ya avisamos que por desgracia hubo un cambio de planes y no podrán venir en 2016, estamos intentándolo para 2017;29-08-2016 11:08;es;0
7.70E+17;SandraayusoSp;Me duele mucho la cabeza tio;29-08-2016 12:39;es;0
7.70E+17;Iriagparente;@flyintothestorm @SelenePetalos Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber;29-08-2016 12:30;es;0
7.70E+17;ManudoCapo;@LionQueenOfJah No, somos egoístas por distintas circunstancias e intereses. Solos estamos todos socia, es cosa de hacerse;29-08-2016 12:29;es;0
7.70E+17;RbnRguez23;He capturado mi primer gimnasio en el Pokemon Go. Cierto es que es probable que no tarden ni 10 minutos en quitarmelo. Pero mola;29-08-2016 12:24;es;1
7.70E+17;Silvi_ta;Me hubiera encantado contaros el martirio de san Juan Bautista, que es como de peli. Con Herodes, Salomé...pero no me ha dado la vida;29-08-2016 12:45;es;0
7.70E+17;Urticante;venga ya hombre jope tias yo quiero cosas intensas no me hagais estas preguntas;29-08-2016 11:50;es;0
7.70E+17;ManudoCapo;Quiero que te fijes en mi interior pero me pongo unas tetas de talla cien y el escote más grande que haya;29-08-2016 11:46;es;0
7.70E+17;SanzIrles;@manozom @carisimolider No  Justamente el hilo empezó porque yo sostengo que Mason es un pésimo HH.;29-08-2016 11:02;es;0
7.70E+17;Manuel180694;@lococamionero  Otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. Lee, los libros no muerden;29-08-2016 10:55;es;0
7.70E+17;JMelero1;"@BetisFans7 @AntonioViola1 Yo solo por llamar a tu equipo ""EL GRANDE DE SEVILLA"" te bloqueaba Jojojojo";29-08-2016 12:51;es;0
7.70E+17;glowingseungri;"joder pobres hombres están oprimidos por mujeres que les obligan a afeitarse 
#justice4hombres https://t.co/C09iDQQr39";29-08-2016 12:51;es;0
7.70E+17;xngelfurler;Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado;29-08-2016 3:20;es;0
7.70E+17;nacho_merinob;"@jose97angel el canal de ""Global Talents"" suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...";29-08-2016 2:02;es;1
7.70E+17;AriDarkHime;Pues mi cuerpo por dinero no he ofrecido, pero mi tiempo sí. En plan, si tienes la absurda idea de quedar conmigo, pagas tú TODO.;29-08-2016 10:16;es;0
7.70E+17;grierfully;De verda soi tan lameculos;29-08-2016 10:10;es;0
7.70E+17;thatsmxrinx;@judithgoan porque por no cargarlo con un cable oficial me he cargado la bat y el nuevo que me llega mañana es de sony;29-08-2016 14:34;es;0
7.70E+17;DMrcd;@cduranestany Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero;29-08-2016 14:42;es;0
7.70E+17;albulapass_;@HijodeBilharzio Tengo la curiosa fortuna de que en estas semanas solo puede ver las etapas del finde;29-08-2016 13:05;es;1
7.70E+17;Mari_Estopera;La Esteban promocionando el concierto de Estopa en Leganes...Que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes;29-08-2016 13:02;es;0
7.70E+17;Rijoleau;Si Peter Iglesias le hubiese hecho caso a su segundo ya estaría el gobierno solucionado hace mucho;29-08-2016 13:01;es;0
7.70E+17;MiriamVilaplana;@LoretoBazo Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias!;29-08-2016 15:26;es;1
7.70E+17;rafadiario;A principios de Septiembre saldrá mi nuevo tema en forma de vídeo, ya tengo ganas de que lo escuchéis!;29-08-2016 14:06;es;1
7.70E+17;Xanetia;@passion4english Gracias por la info  Lo bueno sería saber si aceptan libros en inglés.;29-08-2016 15:13;es;1
7.70E+17;elevenfemixunga;@Crisnosesae @l30n4_ @Beatrice_Val en serio? No sabía eso de ella  se me ha caído su imagen a tope;29-08-2016 15:12;es;0
7.70E+17;CarmenHerrero15;@marmana6 mi anterior tweet solo iba por ti que eres la única que ha demostrado conocerme bien;29-08-2016 15:47;es;1
7.70E+17;alex578xd;"Nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo JAJAJAJAJAJAJAJAJAJAJAJAJA
P no soy cruel, fue con cariño";29-08-2016 15:47;es;0
7.70E+17;juanarchilla94;"Me dice la tía y cuanto tardarias en llegar al carrefour de hortaleza
Y y pues poco, vivo en la plaza de chueca";29-08-2016 15:19;es;0
7.70E+17;GeyshaDanna;@Nonnes78 Hola guapísima! Nos encantaría hablar contigo por dm.. se puede pasar?;29-08-2016 13:25;es;1
7.70E+17;Urticante;@IchDavos Esta bastante guay porque es muy flexible en cuanto a horarios y tecnica que quieras explorar;29-08-2016 13:24;es;1
7.70E+17;grancasinolp;"Ensalada de Salmón, una de las ricas propuestas en el menú de hoy  
#MenuDiario #RestauranteCasinoLasPalmas https://t.co/tdhagu3Hgf";29-08-2016 12:06;es;1
7.70E+17;albasoriaxv;estoy entre dos, pero las dos son súper caras;29-08-2016 12:02;es;0
7.70E+17;LoneWolver;@shielledfox Jope Ojalá algún día poder hacerte fotos  osea no soy fotógrafo ni nada pero eso;29-08-2016 11:59;es;0
7.70E+17;BukoTek;Si está claro, la culpa es mía;29-08-2016 13:14;es;0
7.70E+17;vanneontravel;@AlexBellamyLeto cuando queráis os llevamos a un gran lugar para comerlos, a buen precio;29-08-2016 13:28;es;1
7.70E+17;sanroman1952;"Las Palmas nuevo y modesto líder de 1ª división empieza por ""L"" como Leicester...  #ahílodejo";29-08-2016 13:40;es;1
7.70E+17;teriesdetimismo;Y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante;29-08-2016 13:48;es;1
7.70E+17;DanielRSanchez_;"@HurricaneOfFire Estoy recuperándome del vídeo y el momento ""(bird shit)""
Parece una parodia de sí mismo";29-08-2016 11:55;es;0
7.70E+17;nacho_merinob;"Donde desde los #Over25, parte como una de las aspirantes con grandes opciones de llegar a las galas...  

https://t.co/IUKuoWSlE8";29-08-2016 0:12;es;1
7.70E+17;weasleykaty;Quiero teñirme el pelo, pero a la vez no, y tampoco sé de qué color, solo sé que quiero hacer algo y es muy sad;29-08-2016 1:45;es;0
7.70E+17;Frangndara;"Buenos días. Lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina 
#BuenosDias";29-08-2016 5:30;es;0
